numCycle,collective,gpus,size,type,redop,inplace,time,algbw,busbw,#wrong
0,"Broadcast",2,8,"float","none",0,21.092520,0.000379,0.000379,"0"
0,"Broadcast",2,8,"float","none",1,14.817300,0.000540,0.000540,"0"
0,"Broadcast",2,16,"float","none",0,14.673680,0.001090,0.001090,"0"
0,"Broadcast",2,16,"float","none",1,14.774620,0.001083,0.001083,"0"
0,"Broadcast",2,32,"float","none",0,14.781240,0.002165,0.002165,"0"
0,"Broadcast",2,32,"float","none",1,14.922460,0.002144,0.002144,"0"
0,"Broadcast",2,64,"float","none",0,14.826300,0.004317,0.004317,"0"
0,"Broadcast",2,64,"float","none",1,15.294840,0.004184,0.004184,"0"
0,"Broadcast",2,128,"float","none",0,14.389040,0.008896,0.008896,"0"
0,"Broadcast",2,128,"float","none",1,15.084500,0.008486,0.008486,"0"
0,"Broadcast",2,256,"float","none",0,14.588940,0.017548,0.017548,"0"
0,"Broadcast",2,256,"float","none",1,15.323480,0.016706,0.016706,"0"
0,"Broadcast",2,512,"float","none",0,14.680080,0.034877,0.034877,"0"
0,"Broadcast",2,512,"float","none",1,15.102140,0.033902,0.033902,"0"
0,"Broadcast",2,1024,"float","none",0,14.547280,0.070391,0.070391,"0"
0,"Broadcast",2,1024,"float","none",1,14.989360,0.068315,0.068315,"0"
0,"Broadcast",2,2048,"float","none",0,14.425500,0.141971,0.141971,"0"
0,"Broadcast",2,2048,"float","none",1,14.577940,0.140486,0.140486,"0"
0,"Broadcast",2,4096,"float","none",0,12.787400,0.320315,0.320315,"0"
0,"Broadcast",2,4096,"float","none",1,12.480720,0.328186,0.328186,"0"
0,"Broadcast",2,8192,"float","none",0,12.884540,0.635801,0.635801,"0"
0,"Broadcast",2,8192,"float","none",1,12.752940,0.642362,0.642362,"0"
0,"Broadcast",2,16384,"float","none",0,13.004920,1.259831,1.259831,"0"
0,"Broadcast",2,16384,"float","none",1,13.109700,1.249762,1.249762,"0"
0,"Broadcast",2,32768,"float","none",0,13.047180,2.511501,2.511501,"0"
0,"Broadcast",2,32768,"float","none",1,12.942820,2.531751,2.531751,"0"
0,"Broadcast",2,65536,"float","none",0,13.136320,4.988916,4.988916,"0"
0,"Broadcast",2,65536,"float","none",1,13.190800,4.968311,4.968311,"0"
0,"Broadcast",2,131072,"float","none",0,14.277280,9.180460,9.180460,"0"
0,"Broadcast",2,131072,"float","none",1,13.617660,9.625149,9.625149,"0"
0,"Broadcast",2,262144,"float","none",0,14.413300,18.187646,18.187646,"0"
0,"Broadcast",2,262144,"float","none",1,14.119240,18.566438,18.566438,"0"
0,"Broadcast",2,524288,"float","none",0,15.440260,33.955905,33.955905,"0"
0,"Broadcast",2,524288,"float","none",1,15.948440,32.873936,32.873936,"0"
0,"Broadcast",2,1048576,"float","none",0,16.253900,64.512271,64.512271,"0"
0,"Broadcast",2,1048576,"float","none",1,15.711880,66.737781,66.737781,"0"
0,"Broadcast",2,2097152,"float","none",0,21.126760,99.265197,99.265197,"0"
0,"Broadcast",2,2097152,"float","none",1,17.902620,117.142184,117.142184,"0"
0,"Broadcast",2,4194304,"float","none",0,31.461800,133.314178,133.314178,"0"
0,"Broadcast",2,4194304,"float","none",1,25.407340,165.082374,165.082374,"0"
0,"Broadcast",2,8388608,"float","none",0,51.922940,161.558802,161.558802,"0"
0,"Broadcast",2,8388608,"float","none",1,38.896000,215.667626,215.667626,"0"
0,"Broadcast",2,16777216,"float","none",0,86.282180,194.445898,194.445898,"0"
0,"Broadcast",2,16777216,"float","none",1,61.838140,271.308548,271.308548,"0"
0,"Broadcast",2,33554432,"float","none",0,159.468520,210.414143,210.414143,"0"
0,"Broadcast",2,33554432,"float","none",1,109.888540,305.349693,305.349693,"0"
0,"Broadcast",2,67108864,"float","none",0,299.375260,224.163025,224.163025,"0"
0,"Broadcast",2,67108864,"float","none",1,203.365960,329.990643,329.990643,"0"
0,"Broadcast",2,134217728,"float","none",0,586.472880,228.855813,228.855813,"0"
0,"Broadcast",2,134217728,"float","none",1,394.363580,340.340069,340.340069,"0"
0,"Broadcast",2,268435456,"float","none",0,1154.826420,232.446584,232.446584,"0"
0,"Broadcast",2,268435456,"float","none",1,771.362940,348.001495,348.001495,"0"
0,"Broadcast",2,536870912,"float","none",0,2297.782860,233.647366,233.647366,"0"
0,"Broadcast",2,536870912,"float","none",1,1528.421580,351.258396,351.258396,"0"
0,"Broadcast",2,1073741824,"float","none",0,4572.160640,234.843416,234.843416,"0"
0,"Broadcast",2,1073741824,"float","none",1,3132.758460,342.746445,342.746445,"0"
