numCycle,collective,gpus,size,type,redop,inplace,time,algbw,busbw,#wrong
0,"AllGather",2,0,"float","none",0,0.470540,0.000000,0.000000,"0"
0,"AllGather",2,0,"float","none",1,0.466120,0.000000,0.000000,"0"
0,"AllGather",2,0,"float","none",0,0.456900,0.000000,0.000000,"0"
0,"AllGather",2,0,"float","none",1,0.459900,0.000000,0.000000,"0"
0,"AllGather",2,32,"float","none",0,18.265380,0.001752,0.000876,"0"
0,"AllGather",2,32,"float","none",1,13.955780,0.002293,0.001146,"0"
0,"AllGather",2,64,"float","none",0,13.536540,0.004728,0.002364,"0"
0,"AllGather",2,64,"float","none",1,13.918520,0.004598,0.002299,"0"
0,"AllGather",2,128,"float","none",0,13.299180,0.009625,0.004812,"0"
0,"AllGather",2,128,"float","none",1,13.852820,0.009240,0.004620,"0"
0,"AllGather",2,256,"float","none",0,13.717620,0.018662,0.009331,"0"
0,"AllGather",2,256,"float","none",1,13.503480,0.018958,0.009479,"0"
0,"AllGather",2,512,"float","none",0,13.311400,0.038463,0.019232,"0"
0,"AllGather",2,512,"float","none",1,13.606640,0.037629,0.018814,"0"
0,"AllGather",2,1024,"float","none",0,13.359860,0.076648,0.038324,"0"
0,"AllGather",2,1024,"float","none",1,13.114900,0.078079,0.039040,"0"
0,"AllGather",2,2048,"float","none",0,13.607040,0.150510,0.075255,"0"
0,"AllGather",2,2048,"float","none",1,13.036980,0.157092,0.078546,"0"
0,"AllGather",2,4096,"float","none",0,13.621060,0.300711,0.150355,"0"
0,"AllGather",2,4096,"float","none",1,13.142140,0.311669,0.155835,"0"
0,"AllGather",2,8192,"float","none",0,13.602440,0.602245,0.301122,"0"
0,"AllGather",2,8192,"float","none",1,13.336840,0.614238,0.307119,"0"
0,"AllGather",2,16384,"float","none",0,12.279000,1.334311,0.667155,"0"
0,"AllGather",2,16384,"float","none",1,11.645440,1.406903,0.703451,"0"
0,"AllGather",2,32768,"float","none",0,14.190960,2.309076,1.154538,"0"
0,"AllGather",2,32768,"float","none",1,13.454420,2.435482,1.217741,"0"
0,"AllGather",2,65536,"float","none",0,13.347040,4.910152,2.455076,"0"
0,"AllGather",2,65536,"float","none",1,13.287560,4.932132,2.466066,"0"
0,"AllGather",2,131072,"float","none",0,13.788720,9.505741,4.752870,"0"
0,"AllGather",2,131072,"float","none",1,13.762080,9.524142,4.762071,"0"
0,"AllGather",2,262144,"float","none",0,14.040920,18.670002,9.335001,"0"
0,"AllGather",2,262144,"float","none",1,13.725640,19.098854,9.549427,"0"
0,"AllGather",2,524288,"float","none",0,14.774640,35.485670,17.742835,"0"
0,"AllGather",2,524288,"float","none",1,14.515240,36.119830,18.059915,"0"
0,"AllGather",2,1048576,"float","none",0,16.075020,65.230152,32.615076,"0"
0,"AllGather",2,1048576,"float","none",1,15.244360,68.784521,34.392260,"0"
0,"AllGather",2,2097152,"float","none",0,19.213240,109.151398,54.575699,"0"
0,"AllGather",2,2097152,"float","none",1,18.592080,112.798138,56.399069,"0"
0,"AllGather",2,4194304,"float","none",0,26.809880,156.446206,78.223103,"0"
0,"AllGather",2,4194304,"float","none",1,23.511020,178.397364,89.198682,"0"
0,"AllGather",2,8388608,"float","none",0,41.809840,200.637171,100.318585,"0"
0,"AllGather",2,8388608,"float","none",1,35.763380,234.558590,117.279295,"0"
0,"AllGather",2,16777216,"float","none",0,71.890740,233.371029,116.685515,"0"
0,"AllGather",2,16777216,"float","none",1,59.565660,281.659198,140.829599,"0"
0,"AllGather",2,33554432,"float","none",0,130.763740,256.603490,128.301745,"0"
0,"AllGather",2,33554432,"float","none",1,106.467500,315.161265,157.580633,"0"
0,"AllGather",2,67108864,"float","none",0,248.912940,269.607775,134.803888,"0"
0,"AllGather",2,67108864,"float","none",1,201.248300,333.463011,166.731505,"0"
0,"AllGather",2,134217728,"float","none",0,485.935860,276.204617,138.102308,"0"
0,"AllGather",2,134217728,"float","none",1,389.992880,344.154304,172.077152,"0"
0,"AllGather",2,268435456,"float","none",0,959.869740,279.658213,139.829106,"0"
0,"AllGather",2,268435456,"float","none",1,768.400820,349.343011,174.671505,"0"
0,"AllGather",2,536870912,"float","none",0,1946.879460,275.759708,137.879854,"0"
0,"AllGather",2,536870912,"float","none",1,1540.256300,348.559465,174.279733,"0"
0,"AllGather",2,1073741824,"float","none",0,3802.054620,282.410941,141.205471,"0"
0,"AllGather",2,1073741824,"float","none",1,3036.238780,353.642089,176.821044,"0"
